window,step_start,step_stop,rows,metric,mean,sem,std
escape_onset,1010,1500,50,diagnostic_old_behavioral_operator_actual,0.0285883579403162,0.00043105149707384617,0.003047994366215299
escape_onset,1010,1500,50,diagnostic_old_latent_interaction_rms_ratio,0.055496373549103736,0.000662827758359094,0.004686900026943937
escape_onset,1010,1500,50,diagnostic_old_latent_rms,1.580264263153076,0.0014108459039353584,0.009976187058819563
escape_onset,1010,1500,50,teacher_continuous_scale_raw_nrmse,0.16306992799043654,0.0006874065678687363,0.004860698455721541
escape_onset,1010,1500,50,teacher_continuous_scale_operator_metric,0.001251908738631755,9.126738834690675e-06,6.453578920128385e-05
escape_onset,1010,1500,50,code_target_low_boundary_fraction,0.006215263390913606,5.4983589639280515e-05,0.0003887926908791365
escape_onset,1010,1500,50,code_target_high_boundary_fraction,0.00785447059199214,6.526502537378622e-05,0.0004614934201611633
escape_onset,1010,1500,50,teacher_scale_log2_min,-9.603988800048828,0.06506558172204958,0.4600831405750874
escape_onset,1010,1500,50,teacher_scale_log2_max,-2.962607398033142,0.07815609250688502,0.5526470300266151
early_escape,1510,2000,50,loss,0.08527019307017326,0.00013173450796212012,0.0009315036389628837
early_escape,1510,2000,50,code_ordinal_loss,0.08254103645682336,0.00011895676852331067,0.0008411513769087143
early_escape,1510,2000,50,scale_ordinal_loss,0.0027291564317420123,5.4831254895267325e-05,0.00038771552157411605
early_escape,1510,2000,50,code_accuracy,0.17041818618774415,0.0003521198351956224,0.0024898632325711417
early_escape,1510,2000,50,code_off_by_one_accuracy,0.4740132427215576,0.0006226206445351566,0.004402592798575482
early_escape,1510,2000,50,code_mean_absolute_bin_error,1.9385130715370178,0.0020146526949301677,0.014245745823208743
early_escape,1510,2000,50,hard_decode_raw_nrmse,1.0015814447402953,0.00031289375892368845,0.002212492987258889
early_escape,1510,2000,50,diagnostic_old_legacy_task_loss,27.757213096618653,0.48543376374045544,3.4325350615778443
early_escape,1510,2000,50,diagnostic_old_behavioral_direction,0.9661875247955323,0.002350110574328268,0.0166177912364573
early_escape,1510,2000,50,diagnostic_old_structural_direction,0.9571902763843536,0.0024031616898012695,0.016992919271462
early_escape,1510,2000,50,behavioral_direction_alignment,0.03381247520446777,0.002350110574328268,0.0166177912364573
early_escape,1510,2000,50,structural_direction_alignment,0.04280972361564636,0.0024031616898012695,0.016992919271462
early_escape,1510,2000,50,diagnostic_old_direction_contrastive_loss,0.856051754951477,0.013049619705275657,0.09227474585506014
early_escape,1510,2000,50,diagnostic_old_direction_contrastive_top1_accuracy,0.4997512328624725,0.012883206490108262,0.09109802672582093
early_escape,1510,2000,50,contrastive_chance_top1,0.391703268381011,0.00543495529378712,0.03843093743682597
early_escape,1510,2000,50,contrastive_top1_advantage,0.10804796448146153,0.011841949533949866,0.08373522817924826
early_escape,1510,2000,50,diagnostic_old_direction_contrastive_diagonal_similarity_mean,0.01458455625222996,0.001075888928523982,0.007607683571628365
early_escape,1510,2000,50,diagnostic_old_direction_contrastive_offdiagonal_similarity_mean,0.003098640183452517,0.0007215768738455388,0.0051023190064357045
early_escape,1510,2000,50,contrastive_diagonal_minus_offdiagonal,0.011485916068777443,0.0009424768417281286,0.006664317658972403
early_escape,1510,2000,50,diagnostic_old_direction_contrastive_diagonal_minus_hardest_negative_mean,0.006578690086025745,0.000809482009291369,0.0057239021801843894
early_escape,1510,2000,50,diagnostic_old_behavioral_scale,1.3235455930233002,0.027646401327250904,0.19548957853903884
early_escape,1510,2000,50,diagnostic_old_structural_scale,1.259837943315506,0.02147008011336008,0.15181639240775352
early_escape,1510,2000,50,diagnostic_old_behavioral_operator_actual,0.028124509379267693,0.00045123401546101166,0.0031907063223451677
early_escape,1510,2000,50,diagnostic_old_latent_interaction_rms_ratio,0.07577813938260078,0.001439105524733061,0.010176012753817723
early_escape,1510,2000,50,diagnostic_old_latent_rms,1.5827809953689576,0.0015725130937921702,0.01111934672125081
early_escape,1510,2000,50,teacher_continuous_scale_raw_nrmse,0.16171331107616424,0.0005273232298201554,0.003728738316830242
early_escape,1510,2000,50,teacher_continuous_scale_operator_metric,0.0012434575171209872,9.76138752346283e-06,6.902343311630326e-05
early_escape,1510,2000,50,code_target_low_boundary_fraction,0.0061957643833011385,5.3277026404822134e-05,0.0003767254665230448
early_escape,1510,2000,50,code_target_high_boundary_fraction,0.007883035484701395,6.40727454899909e-05,0.0004530627282521235
early_escape,1510,2000,50,teacher_scale_log2_min,-9.57996286392212,0.08406886631906567,0.5944566546087668
early_escape,1510,2000,50,teacher_scale_log2_max,-2.9899294257164,0.08678139266441916,0.613637112338233
mid_escape,2010,2500,50,loss,0.0853423772752285,0.00018278626121094412,0.001292494048099942
mid_escape,2010,2500,50,code_ordinal_loss,0.08266482219099998,0.00016317190918152636,0.0011537996348141278
mid_escape,2010,2500,50,scale_ordinal_loss,0.0026775553356856107,5.5102254080782694e-05,0.00038963177519185557
mid_escape,2010,2500,50,code_accuracy,0.16994795948266983,0.0003883557246181201,0.002746089663900882
mid_escape,2010,2500,50,code_off_by_one_accuracy,0.47289121568202974,0.0007850881504132193,0.005551411549863916
mid_escape,2010,2500,50,code_mean_absolute_bin_error,1.9416620206832886,0.0027115870616371417,0.01917381599061328
mid_escape,2010,2500,50,hard_decode_raw_nrmse,1.001317970752716,0.00022834384424554583,0.0016146348070823027
mid_escape,2010,2500,50,diagnostic_old_legacy_task_loss,27.425010414123534,0.4104385688743709,2.9022389531156954
mid_escape,2010,2500,50,diagnostic_old_behavioral_direction,0.9622158944606781,0.003047029273294799,0.021545750616206703
mid_escape,2010,2500,50,diagnostic_old_structural_direction,0.9537207508087158,0.002722106369168603,0.019248198727502108
mid_escape,2010,2500,50,behavioral_direction_alignment,0.0377841055393219,0.003047029273294799,0.021545750616206703
mid_escape,2010,2500,50,structural_direction_alignment,0.04627924919128418,0.002722106369168603,0.019248198727502108
mid_escape,2010,2500,50,diagnostic_old_direction_contrastive_loss,0.8232967019081116,0.010811249493108886,0.07644707829676918
mid_escape,2010,2500,50,diagnostic_old_direction_contrastive_top1_accuracy,0.5336267429590226,0.01121421315472494,0.07929646167377391
mid_escape,2010,2500,50,contrastive_chance_top1,0.39670688076076416,0.00521694453769453,0.0368893685967792
mid_escape,2010,2500,50,contrastive_top1_advantage,0.13691986219825833,0.0114268269387856,0.08079986815860417
mid_escape,2010,2500,50,diagnostic_old_direction_contrastive_diagonal_similarity_mean,0.019731926424428822,0.0013608081885288644,0.009622366980029419
mid_escape,2010,2500,50,diagnostic_old_direction_contrastive_offdiagonal_similarity_mean,0.0027541122915135927,0.0007428131968288771,0.005252482486325567
mid_escape,2010,2500,50,contrastive_diagonal_minus_offdiagonal,0.016977814132915228,0.0013132968659250142,0.009286411196066177
mid_escape,2010,2500,50,diagnostic_old_direction_contrastive_diagonal_minus_hardest_negative_mean,0.011682508557569235,0.0010467574457729604,0.007401692881635702
mid_escape,2010,2500,50,diagnostic_old_behavioral_scale,1.3157988154888154,0.02303131315794016,0.16285597713610445
mid_escape,2010,2500,50,diagnostic_old_structural_scale,1.2351085662841796,0.018388142845268202,0.13002380499316044
mid_escape,2010,2500,50,diagnostic_old_behavioral_operator_actual,0.028169537596404552,0.00042571822902574943,0.0030102824661883514
mid_escape,2010,2500,50,diagnostic_old_latent_interaction_rms_ratio,0.1345304775238037,0.0028319763503241633,0.020025096814741458
mid_escape,2010,2500,50,diagnostic_old_latent_rms,1.571641001701355,0.0008537725353040266,0.006037083493043083
mid_escape,2010,2500,50,teacher_continuous_scale_raw_nrmse,0.1629965141415596,0.0007394530862080752,0.005228722916270507
mid_escape,2010,2500,50,teacher_continuous_scale_operator_metric,0.0012414279603399337,9.788240056738543e-06,6.921330920001621e-05
mid_escape,2010,2500,50,code_target_low_boundary_fraction,0.006237109899520874,5.088160055747722e-05,0.0003597872479181736
mid_escape,2010,2500,50,code_target_high_boundary_fraction,0.007856153724715114,7.302202383079162e-05,0.0005163436822671843
mid_escape,2010,2500,50,teacher_scale_log2_min,-9.582459487915038,0.0746887018348243,0.528128875454244
mid_escape,2010,2500,50,teacher_scale_log2_max,-2.918007230758667,0.08914901926570683,0.6303787605891147
late_escape,2510,3000,50,loss,0.08496433183550835,0.00015206370067005333,0.0010752527391611607
late_escape,2510,3000,50,code_ordinal_loss,0.08234747767448425,0.0001414835246522122,0.0010004395970775331
late_escape,2510,3000,50,scale_ordinal_loss,0.0026168541330844164,4.817748543236998e-05,0.0003406662664974492
late_escape,2510,3000,50,code_accuracy,0.17064570367336274,0.0004392889774261634,0.0031062421483854436
late_escape,2510,3000,50,code_off_by_one_accuracy,0.4742699259519577,0.0008016086632926275,0.005668229216721009
late_escape,2510,3000,50,code_mean_absolute_bin_error,1.9367019844055176,0.0025640204860533306,0.018130362727895376
late_escape,2510,3000,50,hard_decode_raw_nrmse,1.0012804436683655,0.00017926545428721523,0.0012675981835897695
late_escape,2510,3000,50,diagnostic_old_legacy_task_loss,25.851724319458008,0.34569477620407474,2.444431204746672
late_escape,2510,3000,50,diagnostic_old_behavioral_direction,0.9567034494876862,0.0021412876773547213,0.015141190371287154
late_escape,2510,3000,50,diagnostic_old_structural_direction,0.9525981891155243,0.002338262079785729,0.016534009728078492
late_escape,2510,3000,50,behavioral_direction_alignment,0.04329655051231384,0.0021412876773547213,0.015141190371287154
late_escape,2510,3000,50,structural_direction_alignment,0.04740181088447571,0.002338262079785729,0.016534009728078492
late_escape,2510,3000,50,diagnostic_old_direction_contrastive_loss,0.8024438095092773,0.010548678382870344,0.07459042017083564
late_escape,2510,3000,50,diagnostic_old_direction_contrastive_top1_accuracy,0.5725182145833969,0.01162460218113484,0.08219835030876377
late_escape,2510,3000,50,contrastive_chance_top1,0.3948189293917521,0.004666499162791948,0.03299713202411533
late_escape,2510,3000,50,contrastive_top1_advantage,0.1776992851916448,0.011560114299325637,0.08174235212344733
late_escape,2510,3000,50,diagnostic_old_direction_contrastive_diagonal_similarity_mean,0.025151453576982022,0.001247934566343079,0.008824229943382847
late_escape,2510,3000,50,diagnostic_old_direction_contrastive_offdiagonal_similarity_mean,0.003055129714193754,0.0007167939062384902,0.005068498318144308
late_escape,2510,3000,50,contrastive_diagonal_minus_offdiagonal,0.02209632386278827,0.0014046268199059636,0.009932211493920023
late_escape,2510,3000,50,diagnostic_old_direction_contrastive_diagonal_minus_hardest_negative_mean,0.01634652843233198,0.0010925128731914377,0.007725232611672643
late_escape,2510,3000,50,diagnostic_old_behavioral_scale,1.231733798980713,0.020275268793603553,0.14336780054337064
late_escape,2510,3000,50,diagnostic_old_structural_scale,1.1625084805488586,0.015112467256124834,0.10686128077265528
late_escape,2510,3000,50,diagnostic_old_behavioral_operator_actual,0.028057487793266774,0.0004090333886799651,0.0028923028286731616
late_escape,2510,3000,50,diagnostic_old_latent_interaction_rms_ratio,0.18726144462823868,0.0027079638978023753,0.019148196353444145
late_escape,2510,3000,50,diagnostic_old_latent_rms,1.5330038952827454,0.0024353093582145497,0.01722023761480567
late_escape,2510,3000,50,teacher_continuous_scale_raw_nrmse,0.16241852790117264,0.0006876561085950679,0.004862462975119254
late_escape,2510,3000,50,teacher_continuous_scale_operator_metric,0.0012484805192798376,9.911180651194576e-06,7.008263048024586e-05
late_escape,2510,3000,50,code_target_low_boundary_fraction,0.00619049889035523,5.6964603453511606e-05,0.00040280057389580683
late_escape,2510,3000,50,code_target_high_boundary_fraction,0.007853549029678107,6.739313566418217e-05,0.00047654143233568177
late_escape,2510,3000,50,teacher_scale_log2_min,-9.56863073348999,0.06817312735036564,0.4820568064413764
late_escape,2510,3000,50,teacher_scale_log2_max,-2.9351291632652283,0.08036716649808656,0.5682816841554533
latest,3010,3660,66,loss,0.08494645018469203,0.00012510784845335153,0.0010163809655564036
latest,3010,3660,66,code_ordinal_loss,0.08238036208080524,0.0001145803385526186,0.0009308550708176639
latest,3010,3660,66,scale_ordinal_loss,0.0025660879839437475,3.7490375572404274e-05,0.0003045732509544382
latest,3010,3660,66,code_accuracy,0.17040204572858234,0.00031765277998478274,0.0025806233839357523
latest,3010,3660,66,code_off_by_one_accuracy,0.47357842416474316,0.0005640034031850557,0.004581985307820773
latest,3010,3660,66,code_mean_absolute_bin_error,1.9386900356321624,0.001894559860566494,0.015391477067123948
latest,3010,3660,66,hard_decode_raw_nrmse,1.0013237559434138,0.00020113439308825618,0.0016340235339421388
latest,3010,3660,66,diagnostic_old_legacy_task_loss,24.3087959578543,0.3508450372048872,2.850278556328436
latest,3010,3660,66,diagnostic_old_behavioral_direction,0.9492540522055193,0.0022498208874107287,0.01827763129287692
latest,3010,3660,66,diagnostic_old_structural_direction,0.9471651496309222,0.0022824167946135245,0.01854244169482638
latest,3010,3660,66,behavioral_direction_alignment,0.05074594779448076,0.002249820887410729,0.018277631292876923
latest,3010,3660,66,structural_direction_alignment,0.05283485036907774,0.0022824167946135245,0.01854244169482638
latest,3010,3660,66,diagnostic_old_direction_contrastive_loss,0.7816133444959467,0.011253532690147344,0.09142413176258327
latest,3010,3660,66,diagnostic_old_direction_contrastive_top1_accuracy,0.6188629355394479,0.01101351275593234,0.08947420059914238
latest,3010,3660,66,contrastive_chance_top1,0.3894435138914085,0.004567815353150379,0.037109107354279455
latest,3010,3660,66,contrastive_top1_advantage,0.22941942164803938,0.010822294898621085,0.08792073938269354
latest,3010,3660,66,diagnostic_old_direction_contrastive_diagonal_similarity_mean,0.033908278215676546,0.0014441209143353291,0.011732093768998213
latest,3010,3660,66,diagnostic_old_direction_contrastive_offdiagonal_similarity_mean,0.004875506980004668,0.000561009318967112,0.004557661252647483
latest,3010,3660,66,contrastive_diagonal_minus_offdiagonal,0.02903277123567188,0.0014452457561231037,0.011741232026881232
latest,3010,3660,66,diagnostic_old_direction_contrastive_diagonal_minus_hardest_negative_mean,0.022895153181514506,0.0011272042922695373,0.009157450960268218
latest,3010,3660,66,diagnostic_old_behavioral_scale,1.147296928095095,0.01960981427745012,0.15931088429778337
latest,3010,3660,66,diagnostic_old_structural_scale,1.0939407429911874,0.015858981882189822,0.128838977869336
latest,3010,3660,66,diagnostic_old_behavioral_operator_actual,0.0280861384094213,0.00041555576464050707,0.003375990991207342
latest,3010,3660,66,diagnostic_old_latent_interaction_rms_ratio,0.2508984192302733,0.0027108348196435575,0.022022926183408658
latest,3010,3660,66,diagnostic_old_latent_rms,1.4997761556596467,0.0011082722563864136,0.009003646373675777
latest,3010,3660,66,teacher_continuous_scale_raw_nrmse,0.16345702360073724,0.0005861638918203138,0.004762017968559108
latest,3010,3660,66,teacher_continuous_scale_operator_metric,0.001246387243030988,8.847401892806923e-06,7.187663275841233e-05
latest,3010,3660,66,code_target_low_boundary_fraction,0.006209772531733368,4.644646817156424e-05,0.0003773328911854897
latest,3010,3660,66,code_target_high_boundary_fraction,0.007819243629152576,5.895496178965298e-05,0.0004789523737229864
latest,3010,3660,66,teacher_scale_log2_min,-9.597057515924627,0.06551195043401255,0.5322216012885255
latest,3010,3660,66,teacher_scale_log2_max,-2.93562320506934,0.06736246799372698,0.5472552770120988
