bin_end,rows,step_min,step_max,code_accuracy,code_mean_absolute_bin_error,code_mean_squared_bin_error,code_off_by_one_accuracy,code_ordinal_loss,code_prediction_entropy,code_prediction_high_boundary_fraction,code_prediction_low_boundary_fraction,code_target_high_boundary_fraction,code_target_low_boundary_fraction,code_valid_count,committed_logical_index,cuda_peak_gib,diagnostic_old_behavioral,diagnostic_old_behavioral_direction,diagnostic_old_behavioral_operator,diagnostic_old_behavioral_operator_actual,diagnostic_old_behavioral_scale,diagnostic_old_direction_contrastive_diagonal_minus_hardest_negative_mean,diagnostic_old_direction_contrastive_diagonal_similarity_mean,diagnostic_old_direction_contrastive_eligible_fraction,diagnostic_old_direction_contrastive_eligible_samples,diagnostic_old_direction_contrastive_group_count,diagnostic_old_direction_contrastive_group_size_max,diagnostic_old_direction_contrastive_group_size_median,diagnostic_old_direction_contrastive_group_size_min,diagnostic_old_direction_contrastive_loss,diagnostic_old_direction_contrastive_offdiagonal_similarity_mean,diagnostic_old_direction_contrastive_top1_accuracy,diagnostic_old_latent_anticollapse_loss,diagnostic_old_latent_cross_active_fraction,diagnostic_old_latent_cross_std_median,diagnostic_old_latent_cross_std_min,diagnostic_old_latent_cross_std_p10,diagnostic_old_latent_interaction_rms_ratio,diagnostic_old_latent_rms,diagnostic_old_latent_within_active_fraction,diagnostic_old_latent_within_std_median,diagnostic_old_latent_within_std_min,diagnostic_old_latent_within_std_p10,diagnostic_old_legacy_task_loss,diagnostic_old_structural,diagnostic_old_structural_direction,diagnostic_old_structural_reconstruction,diagnostic_old_structural_relational,diagnostic_old_structural_scale,elapsed_seconds,gptq_tokenizer_seconds,grad_norm_pre_clip,hard_decode_raw_nrmse,learning_rate,loss,scale_accuracy,scale_mean_absolute_bin_error,scale_mean_squared_bin_error,scale_off_by_one_accuracy,scale_ordinal_loss,scale_prediction_entropy,scale_prediction_high_boundary_fraction,scale_prediction_low_boundary_fraction,scale_target_high_boundary_fraction,scale_target_low_boundary_fraction,scale_valid_count,step,steps_per_second,teacher_binned_scale_calibration_operator_metric,teacher_binned_scale_heldout_operator_metric,teacher_binned_scale_operator_metric,teacher_binned_scale_raw_nrmse,teacher_continuous_scale_calibration_operator_metric,teacher_continuous_scale_heldout_operator_metric,teacher_continuous_scale_operator_metric,teacher_continuous_scale_raw_nrmse,teacher_scale_binning_relative_error_p50,teacher_scale_binning_relative_error_p99,teacher_scale_log2_max,teacher_scale_log2_min,contrastive_chance_top1,contrastive_top1_advantage,latent_interaction_rms_estimate,scale_loss_fraction,operator_over_teacher_floor,behavioral_direction_alignment,structural_direction_alignment,local_steps_per_second,complete
11000,100,10010,11000,0.17110902816057205,1.932876467704773,6.227115154266357,0.4748004525899887,0.0819733701646328,0.7318920791149139,0.0,0.0,0.007933987770229578,0.006071797804906964,1.0,336160.0,13.846033573150635,10.540366649627686,0.8980725705623627,0.0,0.025924800895154476,0.9642874896526337,0.041008347645401955,0.05494293384253979,0.625,20.0,8.0,4.0,2.0,2.0,0.7083066403865814,0.005869910819455981,0.6666666865348816,0.0,0.0,0.378784641623497,0.27495458722114563,0.30551858246326447,0.4241282641887665,1.8292337656021118,0.0,0.3781996965408325,0.25394873321056366,0.2797241508960724,22.45122718811035,11.927464962005615,0.9324811697006226,0.0,0.0,1.0996127128601074,7716.118162743049,0.021517697954550385,0.005310578970238566,0.9968030750751495,5e-05,0.08426722884178162,0.06629366055130959,5.6104652881622314,60.77619934082031,0.19659335166215897,0.002285547903738916,0.26936230063438416,0.0,0.0,0.0,0.0,1.0,10505.0,1.3614357973388131,0.0010883212671615183,0.0013751682126894593,0.0012372640776447952,0.16264306753873825,0.0010554175241850317,0.0013451231643557549,0.001209165493492037,0.1623682677745819,0.008117679040879011,0.016143145971000195,-3.086214065551758,-9.530494689941406,0.4117647058823529,0.23809525796345304,0.7728057861478597,0.02725704407937335,20.96069277071679,0.10192742943763733,0.06751883029937744,1.8724872856544208,True
12000,100,11010,12000,0.17042697966098785,1.9311063885688782,6.213200330734253,0.47534872591495514,0.08180831745266914,0.7318049967288971,0.0,0.0,0.007962153293192387,0.006033738376572728,1.0,368160.0,13.846033573150635,10.370633602142334,0.8965815603733063,0.0,0.02542456705123186,0.9469623565673828,0.046205174177885056,0.04999453201889992,0.640625,20.5,8.0,4.0,2.0,2.0,0.7171435654163361,0.004946644185110927,0.6470588445663452,0.0,0.0,0.39259594678878784,0.2785349190235138,0.3153024911880493,0.4420067369937897,1.867173433303833,0.0,0.38070540130138397,0.24493060261011124,0.2676117569208145,22.49333381652832,11.972615242004395,0.9306563436985016,0.0,0.0,1.1061010360717773,8268.689940715209,0.021841855254024267,0.0053215669468045235,0.99566251039505,5e-05,0.0842832662165165,0.06725543737411499,5.572922229766846,59.28693771362305,0.1976902186870575,0.0022662736009806395,0.2951189875602722,0.0,0.0,0.0,0.0,1.0,11505.0,1.3913932688503692,0.0010755156981758773,0.0013666379963979125,0.0012340498506091535,0.1628986969590187,0.0010431950213387609,0.0013400870957411826,0.0012051920057274401,0.16268055886030197,0.008136771153658628,0.016133829951286316,-3.1559503078460693,-9.458850383758545,0.4090909090909091,0.22902100444673656,0.8216922395372421,0.027126933316188415,20.857083538417626,0.10341843962669373,0.06934365630149841,1.903978419846228,True
13000,100,12010,13000,0.17121729254722595,1.9298793077468872,6.212976932525635,0.47606222331523895,0.08173956349492073,0.7312786877155304,0.0,0.0,0.00790376728400588,0.006085306406021118,1.0,400160.0,13.846033573150635,10.457844734191895,0.900549441576004,0.0,0.025257332250475883,0.9567164182662964,0.04115353338420391,0.053645117208361626,0.640625,20.5,8.0,4.0,2.0,2.0,0.7211476266384125,0.004052182426676154,0.6315789222717285,0.0,0.0,0.39112770557403564,0.3069754093885422,0.3291979134082794,0.44354236125946045,1.890008807182312,0.0,0.3791508972644806,0.23967833817005157,0.26705361902713776,22.639816284179688,12.261552333831787,0.9314424097537994,0.0,0.0,1.1335197687149048,8820.222357908497,0.021676380652934313,0.005193210206925869,0.9945794939994812,5e-05,0.08405819535255432,0.06853693723678589,5.511182546615601,58.93434143066406,0.20268410444259644,0.0022437272127717733,0.32403314113616943,0.0,0.0,0.0,0.0,1.0,12505.0,1.4177646754742572,0.0010845891665667295,0.001378724817186594,0.001245823863428086,0.1629369854927063,0.001052744162734598,0.001352424907963723,0.0012163171195425093,0.16269215196371078,0.008130908012390137,0.016140833497047424,-3.1418386697769165,-9.472105979919434,0.4,0.24404763040088473,0.8420024013039473,0.026695186051895345,20.816223702530888,0.09945055842399597,0.06855759024620056,1.915517800573641,True
14000,100,13010,14000,0.16963506489992142,1.93631112575531,6.227541208267212,0.4735420197248459,0.0817769467830658,0.7320906221866608,0.0,0.0,0.007938971277326345,0.006192038767039776,1.0,432160.0,13.846033573150635,8.993097305297852,0.874761164188385,0.0,0.023720640689134598,0.8218500316143036,0.04042818769812584,0.0535080973058939,0.65625,21.0,8.0,4.0,2.0,2.0,0.7048971354961395,0.004750807536765933,0.6842105388641357,0.0,0.0,0.416048526763916,0.33232446014881134,0.3625921607017517,0.4641333669424057,1.9546698927879333,0.0,0.3912500888109207,0.24424144625663757,0.2698019742965698,20.742353439331055,11.737504005432129,0.9232793748378754,0.0,0.0,1.0795790553092957,9367.193516495405,0.021512168692424893,0.006447587162256241,0.9887494742870331,5e-05,0.08386867865920067,0.07027382403612137,5.193987131118774,53.63223838806152,0.20962078869342804,0.002034102799370885,0.3243243545293808,0.0,0.0,0.0,0.0,1.0,13505.0,1.44173381355619,0.0010911592398770154,0.0014285463257692754,0.0012805226142518222,0.16356299817562103,0.0010502577642910182,0.0013951229630038142,0.001241759688127786,0.1632499247789383,0.008121140766888857,0.016143708489835262,-3.094733953475952,-9.501883029937744,0.391304347826087,0.2970588263343362,0.9014955106081501,0.024169901762229315,20.31699924435327,0.125238835811615,0.07672062516212463,1.896081147795654,True
15000,100,14010,15000,0.16974782198667526,1.92983078956604,6.16902756690979,0.474067285656929,0.08100864291191101,0.7303798496723175,0.0,0.0,0.00795910507440567,0.006216864567250013,1.0,464160.0,13.846033573150635,8.468672275543213,0.8392458260059357,0.0,0.023743750527501106,0.7694762647151947,0.07473902031779289,0.0855192169547081,0.65625,21.0,8.0,4.0,2.0,2.0,0.673517644405365,0.0063371502328664064,0.7211110889911652,0.0,0.0,0.4685407429933548,0.37196484208106995,0.404641330242157,0.5025543570518494,2.0581698417663574,0.0,0.4433378726243973,0.2778487503528595,0.3028722405433655,19.511383056640625,11.123809814453125,0.9002892076969147,0.0,0.0,1.0243109464645386,9912.26268429961,0.021645248867571354,0.00856109894812107,0.9840821921825409,5e-05,0.08318974822759628,0.07313111051917076,5.030321836471558,49.56960105895996,0.21570470184087753,0.001864758029114455,0.32612891495227814,0.0,0.0,0.0,0.0,1.0,14505.0,1.4633389181885454,0.0010711345239542425,0.001421070657670498,0.0012640223139896989,0.16277199983596802,0.001039059308823198,0.0013957187766209245,0.001234168594237417,0.16250473260879517,0.008130015339702368,0.016141589730978012,-3.147813558578491,-9.57241678237915,0.4,0.31818183172832837,1.0306742783697658,0.02235794194438778,19.32898098499436,0.16075417399406433,0.09971079230308533,1.8764474882442599,True
16000,100,15010,16000,0.17023136466741562,1.9254844188690186,6.166345119476318,0.4746427685022354,0.0810064934194088,0.7291946411132812,0.0,0.0,0.007974532898515463,0.0061956592835485935,1.0,496160.0,13.846033573150635,8.769605159759521,0.8252633512020111,0.0,0.02274262998253107,0.7900243103504181,0.0794370286166668,0.09132369607686996,0.65625,21.0,8.0,4.0,2.0,2.0,0.6546512842178345,0.00570573890581727,0.699999988079071,0.0,0.0,0.4862397760152817,0.3951948434114456,0.4268304109573364,0.5161994695663452,2.1328240633010864,0.0,0.4571564346551895,0.27880558371543884,0.3112330883741379,19.940462112426758,11.088129043579102,0.903626948595047,0.0,0.0,1.0201891660690308,10462.40429929411,0.021497606998309493,0.009163731709122658,0.9837590456008911,5e-05,0.08283137530088425,0.07357356697320938,5.0720765590667725,49.42193031311035,0.21596534550189972,0.0018999018939211965,0.3256140798330307,0.0,0.0,0.0,0.0,1.0,15505.0,1.4819729042670868,0.0010727058979682624,0.0014148014597594738,0.0012550269602797925,0.16315507143735886,0.001041185634676367,0.0013926102546975017,0.0012327132280915976,0.16283197700977325,0.008156205993145704,0.016140392050147057,-3.198618531227112,-9.588617324829102,0.391304347826087,0.3157894564302344,1.1025302809633786,0.023166929438436137,19.060543601843552,0.1747366487979889,0.096373051404953,1.9124381060088398,True
17000,100,16010,17000,0.17056724429130554,1.9228267073631287,6.152647972106934,0.4754209369421005,0.08072306960821152,0.729420393705368,0.0,0.0,0.0078751714900136,0.006161737954244018,1.0,528160.0,13.846033573150635,8.774075508117676,0.8181716799736023,0.0,0.023579303175210953,0.7954344153404236,0.08242331817746162,0.09332967177033424,0.65625,21.0,8.0,4.0,2.0,2.0,0.631474643945694,0.0054643654730170965,0.699999988079071,0.0,0.0,0.4919426739215851,0.39438630640506744,0.42179737985134125,0.52044478058815,2.1622109413146973,0.0,0.4580256789922714,0.2815273553133011,0.3118116706609726,19.89438533782959,11.271601676940918,0.894975870847702,0.0,0.0,1.039672076702118,11017.358404300176,0.021293333964422345,0.009315465111285448,0.9790055453777313,5e-05,0.08259502053260803,0.07462149858474731,5.019245386123657,48.60095024108887,0.22089160233736038,0.0018766216235235333,0.32518285512924194,0.0,0.0,0.0,0.0,1.0,16505.0,1.498124151306631,0.00110796676017344,0.0014588990015909076,0.0012982261250726879,0.16301238536834717,0.0010777423158288002,0.0014350352576002479,0.001261209836229682,0.16275468468666077,0.00812462205067277,0.016143321990966797,-3.1616451740264893,-9.703492164611816,0.4,0.2916666865348816,1.1232972177406637,0.022603789996509013,18.833655201280244,0.1818283200263977,0.10502412915229797,1.9126135578137973,True
18000,100,17010,18000,0.16980943828821182,1.9198086261749268,6.106584310531616,0.47489693760871887,0.080115906894207,0.7273166477680206,3.193147676938679e-06,0.0,0.007845891639590263,0.006256721913814545,1.0,560160.0,13.846033573150635,7.6682915687561035,0.7475710809230804,0.0,0.023089648224413395,0.6981504857540131,0.13892807066440582,0.15729424357414246,0.65625,21.0,8.0,4.0,2.0,2.0,0.5513706803321838,0.005905303405597806,0.7633053362369537,0.0,0.0,0.4984239935874939,0.41591136157512665,0.44047506153583527,0.5315521955490112,2.221964120864868,0.0,0.4677454084157944,0.3002063035964966,0.33045972883701324,17.42411518096924,9.8758864402771,0.8498196601867676,0.0,0.0,0.9049926996231079,11565.52805396216,0.021298110485076904,0.012914440594613552,0.9476402401924133,5e-05,0.0816630907356739,0.07794331386685371,4.610037803649902,41.40944862365723,0.23324894160032272,0.0015903408639132977,0.3247299939393997,0.0,0.0,0.0,0.0,1.0,17505.0,1.513549544789365,0.0012266132980585098,0.00151518959319219,0.0013678868999704719,0.16219403594732285,0.0011760988854803145,0.001492082723416388,0.0013387749204412103,0.1619586944580078,0.008199605625122786,0.01613493449985981,-2.8048746585845947,-9.926436424255371,0.3920807453416149,0.3636363853107799,1.1821422934348647,0.019462313576984667,17.84436590502471,0.25242891907691956,0.15018033981323242,1.940466897340488,True
19000,100,18010,19000,0.17075808346271515,1.9144492745399475,6.073827266693115,0.4763282835483551,0.07952027022838593,0.725776195526123,5.9398653320386074e-06,0.0,0.0077679802197963,0.006212345557287335,1.0,592160.0,13.846033573150635,6.923877954483032,0.7122060060501099,0.0,0.02290766779333353,0.6261222958564758,0.145491324365139,0.16212838143110275,0.65625,21.0,8.0,4.0,2.0,2.0,0.5357412397861481,0.004865935072302818,0.7801932394504547,0.0,0.0,0.5091437697410583,0.42298345267772675,0.4450514316558838,0.5363720953464508,2.2837380170822144,0.0,0.48276540637016296,0.3175409585237503,0.3464427590370178,16.147475242614746,9.31296157836914,0.8365094661712646,0.0,0.0,0.8498160243034363,12107.264577820664,0.021546932170167565,0.01536932634189725,0.9395393133163452,5e-05,0.08106107637286186,0.07935455441474915,4.524894952774048,39.47819709777832,0.2367628738284111,0.0015152748674154282,0.3275575190782547,0.0,0.0,0.0,0.0,1.0,18505.0,1.5284243584470958,0.0012119155144318938,0.0015133447013795376,0.0013718610862269998,0.16122211515903473,0.001171222364064306,0.0014887350844219327,0.0013397178263403475,0.16089119762182236,0.008144557010382414,0.016143162734806538,-2.7936244010925293,-9.93663215637207,0.38278388278388276,0.4090909551490437,1.2234783901352841,0.018486496197829643,17.502687416323113,0.28779399394989014,0.16349053382873535,1.8707720482864445,True
20000,100,19010,20000,0.17048203945159912,1.9151222109794617,6.071927309036255,0.47635790705680847,0.07947681099176407,0.7272722721099854,1.285298367292853e-05,0.0,0.007754236226901412,0.006233391351997852,1.0,624160.0,13.846033573150635,7.214125871658325,0.7489821910858154,0.0,0.022911136969923973,0.6588971614837646,0.1407821774482727,0.15049678087234497,0.640625,20.5,8.0,4.0,2.0,2.0,0.5621994137763977,0.00443791993893683,0.7673160433769226,0.0,0.0,0.5213146507740021,0.4227069020271301,0.4479335993528366,0.5416814982891083,2.3027427196502686,0.0,0.4909190684556961,0.30800551176071167,0.3423313796520233,16.656498908996582,9.281044006347656,0.8404823243618011,0.0,0.0,0.842111349105835,12652.640800278168,0.021626831963658333,0.016214335337281227,0.9434855282306671,5e-05,0.08135896548628807,0.07768403738737106,4.61994481086731,40.66995429992676,0.23044729232788086,0.0015661090146750212,0.33521199226379395,0.0,0.0,0.0,0.0,1.0,19505.0,1.5415754001003816,0.0012317165383137763,0.0015220780042000115,0.001379047054797411,0.16199275851249695,0.001179186801891774,0.0014863269752822816,0.0013437778106890619,0.1616804450750351,0.008151151705533266,0.01614744123071432,-2.762722969055176,-9.926126956939697,0.38675213675213677,0.3849206368128459,1.2439784118108292,0.019004328572200923,17.917787250611575,0.25101780891418457,0.15951767563819885,1.8982530358043577,True
21000,100,20010,21000,0.17077627778053284,1.913108468055725,6.068382978439331,0.4771927744150162,0.07945506647229195,0.7270426750183105,3.028867649845779e-05,0.0,0.007782352156937122,0.006269971141591668,1.0,656160.0,13.846033573150635,8.156981468200684,0.7466824054718018,0.0,0.022492067888379097,0.7413663268089294,0.14032220840454102,0.15536321699619293,0.640625,20.5,8.0,4.0,2.0,2.0,0.5929449200630188,0.005212428979575634,0.75,0.0,0.0,0.5216353535652161,0.42664769291877747,0.4511483758687973,0.5419812500476837,2.3096065521240234,0.0,0.485895574092865,0.3072691559791565,0.3371777981519699,17.961960792541504,9.9082612991333,0.8418814241886139,0.0,0.0,0.9055997431278229,13222.198375036474,0.021346078487113118,0.013436970766633749,0.9336664378643036,5e-05,0.08104605972766876,0.07777777686715126,4.651901721954346,40.90188980102539,0.22852471470832825,0.0015890939976088703,0.33830520510673523,0.0,0.0,0.0,0.0,1.0,20505.0,1.550801100666824,0.0012177886092104018,0.0015125576173886657,0.0013701030402444303,0.1617690473794937,0.0011796557228080928,0.0014839687501080334,0.0013339438592083752,0.16148200631141663,0.008168152067810297,0.01614218670874834,-2.794690251350403,-9.938476085662842,0.3849206349206349,0.3642105361662413,1.2494477367150978,0.019414278033745982,17.867829108145045,0.25331759452819824,0.1581185758113861,1.9137215799866851,True
22000,100,21010,22000,0.17304687201976776,1.8978166580200195,6.01305627822876,0.4823589622974396,0.07901088520884514,0.7258372902870178,8.223670010920614e-05,2.9567590900114737e-06,0.007928998675197363,0.006335551152005792,1.0,688160.0,13.846033573150635,7.843941688537598,0.7234450578689575,0.0,0.022075318731367588,0.7063328921794891,0.15949617326259613,0.17163127660751343,0.65625,21.0,8.0,4.0,2.0,2.0,0.5754324793815613,0.005446086870506406,0.764615386724472,0.0,0.0,0.5243736803531647,0.4273126423358917,0.4569219499826431,0.5407370626926422,2.343940258026123,0.0,0.5097128450870514,0.3171466588973999,0.3450624495744705,17.167717933654785,9.426315307617188,0.813370943069458,0.0,0.0,0.8610846698284149,13791.570046759443,0.021622000029310584,0.015400013886392117,0.9529658555984497,5e-05,0.08047975599765778,0.07766959071159363,4.656569004058838,41.74875259399414,0.23000174015760422,0.0016021390911191702,0.3435930609703064,0.0,0.0,0.0,0.0,1.0,21505.0,1.5592858421157647,0.0011834528995677829,0.0014818942290730774,0.0013425683719106019,0.16210146248340607,0.0011429678997956216,0.0014514981885440648,0.0013111355947330594,0.16175562888383865,0.008181522134691477,0.016139641404151917,-3.1079119443893433,-9.443876266479492,0.38461538461538464,0.38278389817629105,1.2670116217317613,0.020086935416202552,17.382831297094533,0.2765549421310425,0.186629056930542,1.904884358743154,True
23000,100,22010,23000,0.17432604730129242,1.8890763521194458,5.963447570800781,0.4847460091114044,0.07791415229439735,0.721948117017746,0.0002284513393533416,6.1180037391750375e-06,0.007981611415743828,0.006301757181063294,1.0,720160.0,13.846033573150635,7.2577900886535645,0.694306880235672,0.0,0.02092679776251316,0.6549269556999207,0.20412886887788773,0.21983401477336884,0.65625,21.0,8.0,4.0,2.0,2.0,0.4940972775220871,0.006746289553120732,0.7894737124443054,0.0,0.0,0.5393902361392975,0.43531471490859985,0.463683620095253,0.5494857728481293,2.39948832988739,0.0,0.5250006020069122,0.31963904201984406,0.35715457797050476,15.852532386779785,8.526206970214844,0.7873102426528931,0.0,0.0,0.774024248123169,14335.233080135193,0.021388883469626307,0.022806236520409584,0.9487647414207458,5e-05,0.07967948913574219,0.07956178113818169,4.552228927612305,40.60579872131348,0.23257902264595032,0.001590024447068572,0.3411811739206314,0.0,0.0,0.0,0.0,1.0,22505.0,1.5699081922817661,0.001179328071884811,0.0014808614505454898,0.0013395842397585511,0.161640927195549,0.0011478777159936726,0.0014534872607327998,0.001311690197326243,0.1613217070698738,0.008130041882395744,0.016141286119818687,-3.038579821586609,-9.335063457489014,0.38278388278388276,0.40909093889323145,1.3203829406453167,0.020062308750639073,16.422851457022276,0.305693119764328,0.21268975734710693,1.9241772724732162,True
24000,100,23010,24000,0.1754106655716896,1.88020920753479,5.906753778457642,0.4863191395998001,0.07713168486952782,0.7219568490982056,0.0003947083023376763,2.4970740923890844e-05,0.007948860060423613,0.00623603374697268,1.0,752160.0,13.846033573150635,7.086647033691406,0.6707005500793457,0.0,0.02101395931094885,0.6489536762237549,0.21208933740854263,0.21836567670106888,0.65625,21.0,8.0,4.0,2.0,2.0,0.5161572694778442,0.006094353506341577,0.7913043200969696,0.0,0.0,0.5413407385349274,0.43704916536808014,0.46408987045288086,0.5529782772064209,2.434670925140381,0.0,0.5298547744750977,0.3135743886232376,0.3544718474149704,15.456523895263672,8.30406904220581,0.7930357456207275,0.0,0.0,0.7528516054153442,14878.399671086576,0.02142664068378508,0.02598066907376051,0.9356185793876648,5e-05,0.07870633900165558,0.07976430654525757,4.609277963638306,41.92708396911621,0.2349768429994583,0.0016484123189002275,0.3456192761659622,0.0,0.0,0.0,0.0,1.0,23505.0,1.579806991683857,0.0011824328103102744,0.0014782866928726435,0.0013400438474491239,0.16168443858623505,0.0011526827584020793,0.0014533651992678642,0.001313439046498388,0.16140900552272797,0.008156533353030682,0.016138870269060135,-3.1416021585464478,-9.475203037261963,0.38461538461538464,0.40909096327694977,1.3462880400389565,0.020503899805247774,16.651805391216854,0.3292994499206543,0.20696425437927246,1.9021740173646267,True
25000,100,24010,25000,0.17454229295253754,1.8847452998161316,5.910887002944946,0.4845801889896393,0.07735266536474228,0.7225426435470581,0.00044183632417116314,3.881025259033777e-05,0.007943987846374512,0.006253179162740707,1.0,784160.0,13.846033573150635,7.160689353942871,0.6881034970283508,0.0,0.020674153231084347,0.6538558602333069,0.19913510978221893,0.2169228494167328,0.65625,21.0,8.0,4.0,2.0,2.0,0.5216072797775269,0.005964026553556323,0.7777777910232544,0.0,0.0,0.5350952446460724,0.4314722716808319,0.46364012360572815,0.5495128333568573,2.442065715789795,0.0,0.5171045660972595,0.29720452427864075,0.3407296985387802,16.035788536071777,8.747799396514893,0.7924126982688904,0.0,0.0,0.7987385392189026,15424.995298721129,0.02137680514715612,0.024407988414168358,0.9377312064170837,5e-05,0.07936643064022064,0.07956178113818169,4.555025815963745,39.568246841430664,0.23790962994098663,0.001549611217342317,0.34793001413345337,0.0,0.0,0.0,0.0,1.0,24505.0,1.5886552562024832,0.0011766961542889476,0.0014707299415022135,0.0013340880395844579,0.1612105891108513,0.0011408760328777134,0.0014469908783212304,0.0013094526948407292,0.16093559563159943,0.008126267232000828,0.016143382526934147,-3.127882480621338,-9.476712226867676,0.38461538461538464,0.4045455011454495,1.3435738214563884,0.019846032112398087,16.866935498437257,0.31189650297164917,0.20758730173110962,1.9421119025788125,True
26000,100,25010,26000,0.1753852441906929,1.8773333430290222,5.923949480056763,0.4870545119047165,0.07763666287064552,0.7234939336776733,0.0005961923161521554,0.00010601301983115263,0.007897438947111368,0.006372363306581974,1.0,816160.0,13.846033573150635,7.580033540725708,0.6897759735584259,0.0,0.020923343487083912,0.685518741607666,0.23242416977882385,0.2425951361656189,0.625,20.0,8.0,4.0,2.0,2.0,0.5445946455001831,0.004999574040994048,0.75,0.0,0.0,0.54376220703125,0.44352617859840393,0.4733826667070389,0.5556688904762268,2.4636542797088623,0.0,0.5047248303890228,0.3012596070766449,0.3407707214355469,16.540266036987305,9.12144422531128,0.7799974381923676,0.0,0.0,0.8297974169254303,15981.28552917391,0.021467107580974698,0.022185398265719414,0.921731561422348,5e-05,0.07921724766492844,0.0814494639635086,4.607743978500366,42.265953063964844,0.23595016449689865,0.001648652774747461,0.3458653539419174,0.0,0.0,0.0,0.0,1.0,25505.0,1.5959291747778386,0.0011407682322897017,0.0014419538783840835,0.0013026282540522516,0.1624518483877182,0.0011110585764981806,0.001416883838828653,0.0012791400658898056,0.16219235211610794,0.00812981789931655,0.016134816221892834,-2.898046374320984,-9.779577732086182,0.3888888888888889,0.34999998807907107,1.3624428251136607,0.020386666578456066,16.753946774843563,0.3102240264415741,0.22000256180763245,1.8985213820363178,True
27000,100,26010,27000,0.17740405350923538,1.870163381099701,5.884512662887573,0.49109576642513275,0.07708710059523582,0.7212927937507629,0.0007115733169484884,0.00017322147323284298,0.007909076288342476,0.006363980704918504,1.0,848160.0,13.846033573150635,6.843663930892944,0.6514312028884888,0.0,0.020430441945791245,0.6247904896736145,0.25782980024814606,0.2649488002061844,0.625,20.0,8.0,4.0,2.0,2.0,0.48590444028377533,0.0030334469629451632,0.7647058963775635,0.0,0.0,0.5500558614730835,0.44466567039489746,0.476772204041481,0.5597504675388336,2.5160359144210815,0.0,0.5205761790275574,0.3098067194223404,0.3534870892763138,15.340314388275146,8.664067268371582,0.7551208734512329,0.0,0.0,0.7887250185012817,16525.26237603207,0.021391371497884393,0.02790152747184038,0.9123188555240631,5e-05,0.07877647131681442,0.08401703089475632,4.579821586608887,41.410268783569336,0.24778445065021515,0.0015983525081537664,0.3445202559232712,0.0,0.0,0.0,0.0,1.0,26505.0,1.6039079583463711,0.0010994603508152068,0.0013750906218774617,0.0012430279166437685,0.16118711978197098,0.0010603375267237425,0.0013444283977150917,0.0012106169015169144,0.16083138436079025,0.008111473638564348,0.01613579411059618,-2.788375496864319,-9.851309776306152,0.4090909090909091,0.3618181876702742,1.4090234508837796,0.01994687111585313,16.43000007450486,0.34856879711151123,0.2448791265487671,1.8898470647974763,True
28000,100,27010,28000,0.1770172342658043,1.8683900237083435,5.861921310424805,0.49074921011924744,0.07697524502873421,0.7195966243743896,0.0006816613313276321,0.00021089438087074086,0.007849930319935083,0.006325886584818363,1.0,880160.0,13.846033573150635,7.023148536682129,0.643883228302002,0.0,0.020179216749966145,0.6372223198413849,0.24903956055641174,0.2611733675003052,0.65625,21.0,8.0,4.0,2.0,2.0,0.47137558460235596,0.0063847824931144714,0.7752525508403778,0.0,0.0,0.547266811132431,0.4228071868419647,0.4770237058401108,0.55602166056633,2.551738142967224,0.0,0.51885986328125,0.30122311413288116,0.3416961580514908,15.63727331161499,8.473910808563232,0.7547658383846283,0.0,0.0,0.774289608001709,17067.470165356062,0.02150205196812749,0.030751665122807026,0.9077045023441315,5e-05,0.07860306650400162,0.08516138419508934,4.616379499435425,42.19405174255371,0.2428615242242813,0.0016526217223145068,0.34472009539604187,0.0,0.0,0.0,0.0,1.0,27505.0,1.6115500284417146,0.001118857238907367,0.0014000775991007686,0.0012678123312070966,0.16199328750371933,0.001083081355318427,0.0013678179820999503,0.001235419069416821,0.16171440482139587,0.008129877503961325,0.01613808237016201,-2.850564956665039,-9.891456604003906,0.42105263157894735,0.3750000198682149,1.4177959937888716,0.021150800954109636,16.273231622471503,0.35611677169799805,0.2452341616153717,1.9202477150250272,True
29000,100,28010,29000,0.17547758668661118,1.8763735890388489,5.896903038024902,0.48656249046325684,0.07731344178318977,0.7216435670852661,0.0005095461092423648,0.00017146170284831896,0.007893940899521112,0.006346153793856502,1.0,912160.0,13.846033573150635,7.273749351501465,0.6274953782558441,0.0,0.02075101714581251,0.6603135764598846,0.251610204577446,0.26014576852321625,0.640625,20.5,8.0,4.0,2.0,2.0,0.4686177372932434,0.004151129629462957,0.7860412001609802,0.0,0.0,0.5425540804862976,0.41338391602039337,0.4846162497997284,0.5532844960689545,2.5682566165924072,0.0,0.5099512040615082,0.30110758543014526,0.3374546468257904,16.191879272460938,8.748216152191162,0.7569142580032349,0.0,0.0,0.7967130243778229,17624.392822172027,0.02182788192294538,0.026523142121732235,0.9157533645629883,5e-05,0.07910006120800972,0.08092105388641357,4.690912485122681,42.44992637634277,0.23728448897600174,0.0016756692784838378,0.3455917686223984,0.0,0.0,0.0,0.0,1.0,28505.0,1.617360675738024,0.0011231989483349025,0.0014115631929598749,0.0012807009043172002,0.16119658201932907,0.0010832195403054357,0.001377649838104844,0.0012407233589328825,0.16094490140676498,0.008166539948433638,0.016142203472554684,-2.979723572731018,-9.84739351272583,0.4,0.3849206320823185,1.4185753641451981,0.020965849464409873,16.40849552645634,0.3725046217441559,0.24308574199676514,1.872275288826608,True
