window,step_start,step_stop,rows,metric,median,mean,p10,p90,mad
latest_complete_5k,93010,98000,500,scale_accuracy,0.0850694477558136,0.08532366631180048,0.07170859202742577,0.0982243224978447,0.007236644625663757
latest_complete_5k,93010,98000,500,scale_off_by_one_accuracy,0.25,0.24921975088119508,0.21779336035251617,0.2812851130962372,0.018202587962150574
latest_complete_5k,93010,98000,500,scale_mean_absolute_bin_error,4.576516389846802,4.632904762744904,4.135007381439209,5.166964149475097,0.2413618564605713
latest_complete_5k,93010,98000,500,hard_decode_raw_nrmse,0.9325928688049316,0.927843049287796,0.8619421184062958,0.9879165768623352,0.04004940390586853
latest_complete_5k,93010,98000,500,diagnostic_old_behavioral_operator_actual,0.019060228019952774,0.020339481070637704,0.016303782165050507,0.026037701033055784,0.001828772947192192
latest_complete_5k,93010,98000,500,operator_over_teacher_floor,16.181831475529208,16.84538196051716,13.711567038893104,20.99796938769924,1.4995355666298193
latest_complete_5k,93010,98000,500,diagnostic_old_behavioral_direction,0.6761890351772308,0.6824108916521072,0.5362858533859253,0.8344141125679017,0.08824458718299866
latest_complete_5k,93010,98000,500,diagnostic_old_structural_direction,0.7637192010879517,0.7745219156742096,0.6771187067031861,0.8807446718215942,0.062081336975097656
latest_complete_5k,93010,98000,500,diagnostic_old_direction_contrastive_loss,0.5192031264305115,0.5183538231253624,0.3359953731298447,0.7079039633274078,0.09954719245433807
latest_complete_5k,93010,98000,500,diagnostic_old_direction_contrastive_top1_accuracy,0.7609523832798004,0.7597657203674316,0.6470588445663452,0.875,0.05507001280784607
latest_complete_5k,93010,98000,500,contrastive_chance_top1,0.3888888888888889,0.38678437258256815,0.3333333333333333,0.42857142857142855,0.02525252525252525
latest_complete_5k,93010,98000,500,contrastive_top1_advantage,0.3684210808653581,0.37298134778486347,0.2608695875043454,0.5000000006622738,0.0624009931440023
latest_complete_5k,93010,98000,500,diagnostic_old_direction_contrastive_diagonal_minus_hardest_negative_mean,0.2382681593298912,0.22890835744701327,0.0765183448791504,0.37395240366458893,0.08672309666872025
latest_complete_5k,93010,98000,500,diagnostic_old_latent_interaction_rms_ratio,0.44480396807193756,0.446123718380928,0.4247241497039795,0.470671734213829,0.013545826077461243
latest_complete_5k,93010,98000,500,latent_interaction_rms_estimate,1.6531305951490616,1.6536240045176867,1.5628025890217672,1.743290045814819,0.04799008485503364
latest_complete_5k,93010,98000,500,diagnostic_old_latent_rms,3.7107717990875244,3.7064595131874083,3.665458559989929,3.7380154848098757,0.01692938804626465
latest_complete_5k,93010,98000,500,grad_norm_pre_clip,0.028939833864569664,0.03186201004497707,0.020669054239988327,0.045836946368217474,0.006144409067928791
latest_complete_5k,93010,98000,500,teacher_continuous_scale_raw_nrmse,0.1657252460718155,0.1651525346338749,0.1563591405749321,0.17097705751657485,0.0029017701745033264
latest_complete_5k,93010,98000,500,teacher_continuous_scale_operator_metric,0.001206005341373384,0.001206353859277442,0.0010681152576580643,0.001398156094364822,8.655904093757272e-05
latest_complete_5k,93010,98000,500,steps_per_second,1.7029926538650144,1.702834243180321,1.7019097563405174,1.7036107880026097,0.0005117396948602915
latest_complete_5k,93010,98000,500,gptq_tokenizer_seconds,0.02136845584027469,0.0248997006053105,0.020779480040073395,0.028169741807505488,0.00048733316361904144
