variant,step,weighted_direction_objective,weighted_scale_objective,head_fro,head_spectral,head_stable_rank,head_row_min,head_row_median,head_row_max,raw_p01,raw_median,raw_p99,latent_dir_grad_rms,latent_nce_grad_rms,latent_scale_grad_rms,head_dir_grad_rms,head_nce_grad_rms,tail_q_dir_grad_rms,tail_q_nce_grad_rms,tail_v_dir_grad_rms,tail_v_nce_grad_rms,shared_dec1_q_dir_grad_rms,shared_dec1_q_nce_grad_rms,to_latent_dir_grad_rms,to_latent_nce_grad_rms,enc1_q_dir_grad_rms,enc1_q_nce_grad_rms,enc13_q_dir_grad_rms,enc13_q_nce_grad_rms
old_unconstrained,1,1.9001681804656982,1.6865918636322021,,,,,,,,,,3.2913121685851365e-06,6.0567963373614475e-06,3.2849115427779907e-07,0.6107507348060608,0.26487141847610474,1.484510903537739e-05,2.7611144105321728e-05,0.0003672632446978241,0.00016092996520455927,3.911576641257852e-05,5.830327427247539e-05,0.00016190434689633548,0.000343615363817662,8.96150158951059e-05,0.00016454444266855717,2.2016668026481057e-06,5.014069301978452e-06
old_unconstrained,100,1.8640023469924927,1.1159733533859253,,,,,,,,,,7.915554078863352e-07,5.275209105093381e-07,4.882470534539607e-07,0.015175350941717625,0.03285198286175728,2.0616009805962676e-06,1.0230913176201284e-05,3.989886863564607e-06,7.40046243663528e-06,3.1800856959307566e-05,4.1056486224988475e-05,5.502840576809831e-05,5.5474658438470215e-05,0.000352256785845384,5.7421173551119864e-05,1.6483748765949713e-07,5.088537022857054e-07
old_unconstrained,200,1.978859543800354,1.338803768157959,,,,,,,,,,1.5243587370150635e-07,1.0646513004530789e-07,8.570889917791646e-07,0.03145618364214897,0.02145347185432911,1.9245042039983673e-06,1.0197543360845884e-06,6.87028705215198e-06,3.4927945762319723e-06,9.535929166304413e-06,4.349019945948385e-06,1.610208346392028e-05,8.333356163348071e-06,5.137786956765922e-06,4.738528787129326e-06,2.206388529657488e-07,1.061904555399451e-07
gauge_fixed,1,1.9001684188842773,1.6865918636322021,0.08062063902616501,0.021959925070405006,13.478164672851562,0.019620850682258606,0.020070187747478485,0.021050848066806793,0.07168687134981155,0.08615882694721222,0.09289604425430298,3.292189148851321e-06,6.057185601093806e-06,3.284913532297651e-07,0.610683262348175,0.2648714780807495,1.4846266822132748e-05,2.7611444238573313e-05,0.0003672206948976964,0.00016093019803520292,3.9116977859521285e-05,5.831139060319401e-05,0.00016199887613765895,0.0003436332626733929,8.968188194558024e-05,0.00016458785103168339,2.202523774030851e-06,5.014587713958463e-06
gauge_fixed,100,1.8900482654571533,0.972361147403717,0.0806206464767456,0.04006482660770416,4.049170017242432,0.01529430877417326,0.01901390217244625,0.026743849739432335,1.2047659158706665,1.3280179500579834,1.4552068710327148,1.6527987156678137e-07,1.4549046056799853e-07,4.081665281319147e-07,0.017037058249115944,0.025983724743127823,3.962983896599326e-07,5.016109412281367e-07,1.8546477349445922e-06,3.0737407996639377e-06,4.305816219130065e-06,5.680200956703629e-06,1.9813764083664864e-05,2.480949115124531e-05,3.7045692806714214e-06,1.6494523151777685e-05,4.174297885128908e-08,6.621211667834359e-08
gauge_fixed,200,1.9822893142700195,0.9175816774368286,0.0806206539273262,0.051507726311683655,2.449897289276123,0.014454606920480728,0.0192531980574131,0.025259222835302353,0.7300240993499756,1.0489259958267212,1.7812148332595825,2.7266004565262847e-08,3.1075759920895507e-07,1.55301933091323e-07,0.006514319684356451,0.0265671219676733,1.7594736334558547e-07,2.2949411686568055e-06,1.5158244650592678e-06,3.3711257856339216e-06,2.5054282559722196e-06,1.1092804925283417e-05,6.80422954246751e-06,2.9332999474718235e-05,1.3584201496996684e-06,6.995733201620169e-06,3.144094051776847e-08,3.1269811984202533e-07
